,UID,Message,Username,Time,Timestamp,IST
0,108303573162692599068,hi (sent from Kopar),Sdd Hfx,02 Jul 03:08 AM,1530481131741,2018-07-02 03:08:51
1,114053299820890751499,hi. (sent from Kalyan Stn.),shazi kazi,02 Jul 03:24 AM,1530482098285,2018-07-02 03:24:58
2,101651734243472314975,hi,Digvijay Salunkhe,02 Jul 04:40 AM,1530486615352,2018-07-02 04:40:15
3,114528589459809998478,hi anybody from kasara,Sunil Kendre,02 Jul 04:44 AM,1530486845276,2018-07-02 04:44:05
4,106324083053110511194,"Hi, Kasara to CST train is running?",Sandip Wakchoure,02 Jul 05:20 AM,1530489001356,2018-07-02 05:20:01
5,107910351559953880967,mysore dadar tuning status (sent from Dadar Stn.),Lokesh Kadam,02 Jul 05:28 AM,1530489495962,2018-07-02 05:28:15
6,110246438395013266065,yes,Vivekanand Jha,02 Jul 05:40 AM,1530490216214,2018-07-02 05:40:16
7,106324083053110511194,Thanks,Sandip Wakchoure,02 Jul 05:42 AM,1530490335060,2018-07-02 05:42:15
8,101992906466069519545,where is khopoli csmt fast (sent from Dombivli Stn.),Shreyas Patwardhan,02 Jul 06:15 AM,1530492320317,2018-07-02 06:15:20
9,115270284704595169566,bandra terminus (sent from Bhayander),Anjali Prajapati,02 Jul 06:16 AM,1530492384417,2018-07-02 06:16:24
10,105312598801707642948,6:55 bhadhlapur fast vikroli  (sent from Vikhroli Stn.),ROHIT DEKHANE,02 Jul 06:30 AM,1530493254692,2018-07-02 06:30:54
11,105055236475602144795,"hi.. is 6.50 train from thane to csmt from.platform 3, a regular one ? (sent from Thane Stn.)",Nihu prabhudesai,02 Jul 06:35 AM,1530493517152,2018-07-02 06:35:17
12,107322895723715240800,cstm manmad rajyrani expresses delayed ,Lakesh Pawar,02 Jul 06:50 AM,1530494448164,2018-07-02 06:50:48
13,111735761878728446036,status of 7:04 fast local for csmt? (sent from Kalva),Jeetesh Rai,02 Jul 07:10 AM,1530495635274,2018-07-02 07:10:35
14,111334216600966526477,hii (sent from Lower Parel Stn.),Heman Shetty,02 Jul 07:16 AM,1530495960143,2018-07-02 07:16:00
15,111334216600966526477,hii (sent from Lower Parel Stn.),Heman Shetty,02 Jul 07:16 AM,1530496010673,2018-07-02 07:16:50
16,109184214127388685770,where is khoop ki to cstm train (sent from Badlapur Stn.),Suraj S,02 Jul 07:19 AM,1530496163161,2018-07-02 07:19:23
17,105497051127277101432,hi (sent from Ambernath),Rupesh Patil,02 Jul 07:21 AM,1530496300829,2018-07-02 07:21:40
18,110463589824307199977,"@@shikkuumar contact CSMT RAILWAY OFFICE IMMIDIETE,  (sent from Kalva)",Siddharth Sawant,02 Jul 07:21 AM,1530496303173,2018-07-02 07:21:43
19,112296826774051105743,trains update ky h,Lavesh Ballal,02 Jul 07:22 AM,1530496376758,2018-07-02 07:22:56
20,105497051127277101432,hi (sent from Ambernath),Rupesh Patil,02 Jul 07:23 AM,1530496418584,2018-07-02 07:23:38
21,115699780752411963381,trains properly working  (sent from Dombivli),Kaushal Pevekar,02 Jul 07:23 AM,1530496435254,2018-07-02 07:23:55
22,105497051127277101432,ok (sent from Ambernath),Rupesh Patil,02 Jul 07:24 AM,1530496459581,2018-07-02 07:24:19
23,115699780752411963381,....???? (sent from Dombivli),Kaushal Pevekar,02 Jul 07:24 AM,1530496460879,2018-07-02 07:24:20
24,112296826774051105743,ok,Lavesh Ballal,02 Jul 07:24 AM,1530496466143,2018-07-02 07:24:26
25,109384688986665102861,Karjat 7:30 on time or not (sent from Airoli Stn.),manoj madhavi,02 Jul 07:24 AM,1530496466524,2018-07-02 07:24:26
26,101455931594854152543,ट्रेन चालू हे क्या (sent from Vikhroli),Vivek Rana,02 Jul 07:24 AM,1530496470106,2018-07-02 07:24:30
27,101903733458246621714,due to critical accident in central  line train are late (sent from Santa Cruz),Iŋterŋatııoŋal Shaııta'ŋ,02 Jul 07:26 AM,1530496589259,2018-07-02 07:26:29
28,109905504093040200075,Kalyan to dadar  (sent from Dombivli),Narottam Thakker,02 Jul 07:26 AM,1530496599215,2018-07-02 07:26:39
29,114944718536083024024,exp,Taufeek Khan,02 Jul 07:26 AM,1530496613404,2018-07-02 07:26:53
30,103064294121430909485,"hii, karjat-cst fast local is on Bhivpuri Road station (sent from Bhivpuriroad Stn.)",Roshani Pol,02 Jul 07:26 AM,1530496614417,2018-07-02 07:26:54
31,113878202217081983187,hi (sent from Ambernath),YOGE BEAR,02 Jul 07:27 AM,1530496625509,2018-07-02 07:27:05
32,111144942487450949477,what accident and where ? (sent from Thakurli),Dombivli User,02 Jul 07:28 AM,1530496713107,2018-07-02 07:28:33
33,111122692356600105696,hi,Pankaj Bauskar,02 Jul 07:29 AM,1530496743962,2018-07-02 07:29:03
34,110096783169550825740,train r late from ulhasnagar (sent from Thane Stn.),Ridhi Kewalya,02 Jul 07:29 AM,1530496751130,2018-07-02 07:29:11
35,101903733458246621714,ambernath (sent from Santa Cruz),Iŋterŋatııoŋal Shaııta'ŋ,02 Jul 07:29 AM,1530496751488,2018-07-02 07:29:11
36,111144942487450949477,what happened ..? (sent from Thakurli),Dombivli User,02 Jul 07:29 AM,1530496777594,2018-07-02 07:29:37
37,100049661130479126835,cstm to Kasara status please  (sent from Kalyan),Aliasgar Gulmaliwala,02 Jul 07:29 AM,1530496785263,2018-07-02 07:29:45
38,107778301860104523879,panchwati express chalu ahe ka,Deepak Khatale,02 Jul 07:30 AM,1530496800035,2018-07-02 07:30:00
39,105725776187941601007,what happend???? (sent from Mumbra),mangesh bawlekar,02 Jul 07:30 AM,1530496833795,2018-07-02 07:30:33
40,106031529316390795208,6 15 badlapur csmt slow delay by 15 min (sent from Mulund Stn.),Shailesh Khale,02 Jul 07:31 AM,1530496866916,2018-07-02 07:31:06
41,116960470564778362418,Asangaon fast on time?? (sent from Bhandup Stn.),yadnesh birla,02 Jul 07:32 AM,1530496932871,2018-07-02 07:32:12
42,113110607316688298969,7:43 Khopoli  (sent from Dadar Stn.),Ketan Karadkar,02 Jul 07:36 AM,1530497194723,2018-07-02 07:36:34
43,109271563654504840406,what accident happened? can't see anything on news  (sent from Dombivli Stn.),Atharva Joglekar,02 Jul 07:36 AM,1530497206682,2018-07-02 07:36:46
44,103064294121430909485,karjat-csmt train is running on shelu (sent from Shelu),Roshani Pol,02 Jul 07:39 AM,1530497380323,2018-07-02 07:39:40
45,110857624784520884834,नमस्कार ,Chandrashekhar Joshi,02 Jul 07:42 AM,1530497548772,2018-07-02 07:42:28
46,110857624784520884834,डोंबिवली ते ठाणे गाड्यांची सद्य स्थिती काय आहे ,Chandrashekhar Joshi,02 Jul 07:43 AM,1530497589201,2018-07-02 07:43:09
47,105569250508489303221, ते ट्रेन कुठे आहे (sent from Thane Stn.),milind bane,02 Jul 07:43 AM,1530497614343,2018-07-02 07:43:34
48,109379652657258203882,yesss (sent from Tilak Nagar Stn.),Abhishek Palav,02 Jul 07:46 AM,1530497819395,2018-07-02 07:46:59
49,106338684253661778794,12860 (sent from Currey Road),Sarabindu Maity,02 Jul 07:47 AM,1530497824114,2018-07-02 07:47:04
50,104896767339252548129,trains r on time ?,Karishma Shedge,02 Jul 07:50 AM,1530498025517,2018-07-02 07:50:25
51,100061423786445624810,khopoli train kuthe aahe ,Prashant Mahadik,02 Jul 07:50 AM,1530498045033,2018-07-02 07:50:45
52,112691304213255030748,khopoli train status (sent from Karjat Stn.),smita patil,02 Jul 07:51 AM,1530498061204,2018-07-02 07:51:01
53,100061423786445624810,kk ,Prashant Mahadik,02 Jul 07:51 AM,1530498087401,2018-07-02 07:51:27
54,117075201912128567770,trains r running on time 👍,Minakshee Nagaonkar,02 Jul 07:51 AM,1530498088496,2018-07-02 07:51:28
55,100061423786445624810,ty ,Prashant Mahadik,02 Jul 07:52 AM,1530498123722,2018-07-02 07:52:03
56,108959548597395248709,"cat to Kasara train , send from basins ßtation (sent from Vasind Stn.)",Raushan Kumar,02 Jul 07:54 AM,1530498264140,2018-07-02 07:54:24
57,110857624784520884834,ओके  (sent from Dombivli Stn.),Chandrashekhar Joshi,02 Jul 07:58 AM,1530498513960,2018-07-02 07:58:33
58,110857624784520884834,ओके  (sent from Dombivli Stn.),Chandrashekhar Joshi,02 Jul 07:58 AM,1530498519660,2018-07-02 07:58:39
59,100466918682901303778,10103 Mumbai - Madgaon Mandovi Express left from pf.no.5 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 07:59 AM,1530498578173,2018-07-02 07:59:38
60,100466918682901303778,7:59am DADAR Semi-FAST local arrived on pf.no.4 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 08:00 AM,1530498612228,2018-07-02 08:00:12
61,100466918682901303778,7:59am ASANGAON Slow local arrived on pf.no.2 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 08:00 AM,1530498640243,2018-07-02 08:00:40
62,101476880841195748195,8.27 cstm kuthe aahe (sent from Badlapur),sudhir mohan,02 Jul 08:01 AM,1530498698996,2018-07-02 08:01:38
63,100466918682901303778,8:05am KALYAN FAST local arrived EARLY on pf.no.5 (sent from Thane Stn.) ,Atharva Kadegaonkar,02 Jul 08:03 AM,1530498789363,2018-07-02 08:03:09
64,110198496680731038298,बदलापूर ते ठाणे ट्रेन वेळेवर आहेत ना ?? (sent from Sanpada Stn.),Vikas Khade,02 Jul 08:03 AM,1530498797096,2018-07-02 08:03:17
65,100466918682901303778,7:52am CSMT FAST local arrived on pf.no.6 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 08:03 AM,1530498838842,2018-07-02 08:03:58
66,100466918682901303778,8:03am CSMT Semi-FAST local arriving on pf.no.4 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 08:05 AM,1530498907371,2018-07-02 08:05:07
67,100466918682901303778,FAST local 5 to 7 minutes late,Atharva Kadegaonkar,02 Jul 08:05 AM,1530498934862,2018-07-02 08:05:34
68,100466918682901303778,7:56am CSMT FAST local arrived on pf.no.6 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 08:06 AM,1530498965119,2018-07-02 08:06:05
69,116520379061230703392,hi (sent from Vikhroli),Nitin Sutar,02 Jul 08:07 AM,1530499022599,2018-07-02 08:07:02
70,100466918682901303778,8:10am KHOPOLI FAST local arrived EARLY on pf.no.5 (sent from Thane Stn.),Atharva Kadegaonkar,02 Jul 08:09 AM,1530499185899,2018-07-02 08:09:45
71,104825611255899394438,6 53 train is right on a dadar ,akash powar,02 Jul 08:10 AM,1530499249454,2018-07-02 08:10:49
72,115596933313084207799,15017 कसारा कब तक पहुचेगी,Jaiprakash Shukla,02 Jul 08:13 AM,1530499395759,2018-07-02 08:13:15
73,113746318122657511980,8.07 badalapur any onfo,Dipraj Patil,02 Jul 08:15 AM,1530499532337,2018-07-02 08:15:32
74,114126251175585007801,is this train issue on fast line central from thane to csmt,ashish waghmare,02 Jul 08:16 AM,1530499579392,2018-07-02 08:16:19
75,116317752207614895413,what the train rent for freesties of cancer?  ,mehedi hasan,02 Jul 08:18 AM,1530499712065,2018-07-02 08:18:32
76,111428110645117861409,Hii (sent from Atgan Stn.),Sushant Pande,02 Jul 08:19 AM,1530499793450,2018-07-02 08:19:53
77,102202008734481918923,8.14 CSMT local on thakurli still not came..kya hua.. (sent from Thakurli Stn.),Vilas Kulkarni,02 Jul 08:22 AM,1530499921739,2018-07-02 08:22:01
78,113534015542200772225,Is't True?,Kumar Cartoon,02 Jul 08:23 AM,1530499983736,2018-07-02 08:23:03
79,112229558927784916992,tapovan express ,IRFANODDIN SHAIKH,02 Jul 08:23 AM,1530500027909,2018-07-02 08:23:47
80,112229558927784916992,tapovan express dadar to jalna ,IRFANODDIN SHAIKH,02 Jul 08:24 AM,1530500064860,2018-07-02 08:24:24
81,108012793237344487382,dadar to thane train is running on time or late ? (sent from Virar),vishal sodvadiya,02 Jul 08:24 AM,1530500094689,2018-07-02 08:24:54
82,100657693471349495779,1 class pass virar to andheri ka Kya price hai (sent from Nalla Sopara),Jyoti Singh,02 Jul 08:28 AM,1530500337230,2018-07-02 08:28:57
83,118326259111009218407,8.27 am Karjat to CSMT Departing now (sent from Karjat Stn.),JITENDRA DARNE,02 Jul 08:29 AM,1530500363888,2018-07-02 08:29:23
84,117634122847632546726,khopoli train..? (sent from Shahad),Laveen Israni,02 Jul 08:30 AM,1530500445594,2018-07-02 08:30:45
85,114312540891364756226, M indicator pe dekho na (sent from Titwala Stn.),Jeevan Pawar,02 Jul 08:31 AM,1530500507188,2018-07-02 08:31:47
86,110422961455996265237,why today train late  (sent from Badlapur),Visnde Ka,02 Jul 08:32 AM,1530500577281,2018-07-02 08:32:57
87,109764515233699372617,Csmt ? (sent from Thane Stn.),Saumya Tiwari,02 Jul 08:33 AM,1530500625013,2018-07-02 08:33:45
88,118324802486275760130,trains are on tym. or late?  (sent from Ulhas Nagar),Aaki Savani,02 Jul 08:34 AM,1530500672847,2018-07-02 08:34:32
89,117679496825566569784,mala thane varun pimpri la jayach aahe konti train pakdu,Jitendra Chavan,02 Jul 08:38 AM,1530500906203,2018-07-02 08:38:26
90,117679496825566569784,kiti chi va konti train aahe,Jitendra Chavan,02 Jul 08:38 AM,1530500925504,2018-07-02 08:38:45
91,111518870356325902806,csmt fast ,cheenu upadhyay,02 Jul 08:40 AM,1530501039313,2018-07-02 08:40:39
92,111518870356325902806,pl. tell me,cheenu upadhyay,02 Jul 08:42 AM,1530501140210,2018-07-02 08:42:20
93,105984757501539285896,"hi , are central trains up towards CSMT running late...",nikhil nille,02 Jul 08:47 AM,1530501462155,2018-07-02 08:47:42
94,103886679481187616825,Coach position of 11301 (sent from Kalyan Stn.),mathew francis,02 Jul 08:48 AM,1530501525145,2018-07-02 08:48:45
95,100678804603150842069,"please start from self.... Do not cross track,  Do not have Ghutkha or pan masala while travelling in train,  Do not spit in train,  Think of others while people getting down from train,  Help other to guide if some one need information of  Railway stops.... kindly start from self it will help other (sent from Dadar Stn.)",joseph pinto,02 Jul 08:54 AM,1530501873340,2018-07-02 08:54:33
96,104281852112351579121,status of CSMT slow locsls,Mohammed Haris,02 Jul 08:59 AM,1530502175822,2018-07-02 08:59:35
97,104007723922392853457,hi,mohit kedia,02 Jul 09:05 AM,1530502553387,2018-07-02 09:05:53
98,100958604485253713208,hello,Murli Vanjani,02 Jul 09:07 AM,1530502661599,2018-07-02 09:07:41
99,110320124233413395625,hello  (sent from Thane),SHRIMANT Kembhavi,02 Jul 09:11 AM,1530502917565,2018-07-02 09:11:57
100,107780222434597958183,dadar,LKP System,02 Jul 09:12 AM,1530502967984,2018-07-02 09:12:47
101,104007723922392853457,how r u guyz,mohit kedia,02 Jul 09:12 AM,1530502969669,2018-07-02 09:12:49
102,105850958266624463286,"hi, what is the status of trains going towards CSMT....",Hamid Pawaskar,02 Jul 09:15 AM,1530503114332,2018-07-02 09:15:14
103,107127576071873154604,where is the kasara train (sent from Mulund),Navnath Garje,02 Jul 09:20 AM,1530503408210,2018-07-02 09:20:08
104,107317254647656306097,bsl,madhukar kirange,02 Jul 09:20 AM,1530503452676,2018-07-02 09:20:52
105,117969337546509932468,hii,technical sumit,02 Jul 09:26 AM,1530503761522,2018-07-02 09:26:01
106,113303917812811595308,hii (sent from Ulhas Nagar),sai jadhav,02 Jul 09:26 AM,1530503777277,2018-07-02 09:26:17
107,116401493852787919250,Roj Ka Ch*yapa trains are late daily (sent from Vikhroli Stn.),venky nadar,02 Jul 09:26 AM,1530503798992,2018-07-02 09:26:38
108,113303917812811595308,rain season (sent from Ulhas Nagar),sai jadhav,02 Jul 09:27 AM,1530503836503,2018-07-02 09:27:16
109,108203400845542011215,matheran  (sent from Nalla Sopara),arihant studio,02 Jul 09:27 AM,1530503875772,2018-07-02 09:27:55
110,118170566186312877011,kya ji aj 9:30 pe badlapur to kalyan koi fast hai (sent from Badlapur),Prince Rajput,02 Jul 09:31 AM,1530504070838,2018-07-02 09:31:10
111,110657911504884124508,central line 10 tp 15 min late (sent from Ghatkopar Stn.),Rajendra Narawde,02 Jul 09:34 AM,1530504291461,2018-07-02 09:34:51
112,102098072651137031948,asangaon thane train running late? (sent from Thakurli Stn.),Paresh Borole,02 Jul 09:35 AM,1530504331371,2018-07-02 09:35:31
113,111789110575655548285,what about Thane local train (sent from Dombivli Stn.),velvinod pillai,02 Jul 09:38 AM,1530504497011,2018-07-02 09:38:17
114,101373569728214699666,11073.ltt.to.mas (sent from Vikhroli),Ramdular Prasad,02 Jul 09:39 AM,1530504570826,2018-07-02 09:39:30
115,112567434769479596380,Where is 9:35 (From Kalyan) Kasara train ?? (sent from Ulhas Nagar),Anuj Kulkarni,02 Jul 09:48 AM,1530505114051,2018-07-02 09:48:34
116,103989624302763984410,virar to dadar 10.30 ki,Zishan Ask,02 Jul 09:58 AM,1530505687041,2018-07-02 09:58:07
117,102935087722407590748,charni road to aadheri station go train (sent from Charni Road),Navin Jain,02 Jul 10:01 AM,1530505917414,2018-07-02 10:01:57
118,102935087722407590748,reply (sent from Charni Road),Navin Jain,02 Jul 10:02 AM,1530505946139,2018-07-02 10:02:26
119,111046044645767285113,hi,Nishant Prajapati,02 Jul 10:03 AM,1530506030041,2018-07-02 10:03:50
120,116647629700448470161,any update 9.29 Badlapur train halt more than 15 minutes   (sent from Kalyan Stn.),Bhausaheb Giranje,02 Jul 10:04 AM,1530506065990,2018-07-02 10:04:25
121,115402289637560603858,ambernath to cst (sent from Ambernath),Shainaz Shah,02 Jul 10:05 AM,1530506114401,2018-07-02 10:05:14
122,113180200518797668280,what happened at central rote (sent from Kalyan Stn.),subhash jain,02 Jul 10:05 AM,1530506123310,2018-07-02 10:05:23
123,113180200518797668280,deatail for 9.29 badlapur to cst update pls (sent from Kalyan Stn.),subhash jain,02 Jul 10:07 AM,1530506233861,2018-07-02 10:07:13
124,113180200518797668280,why stop near kalyan of 9.29 badlapur to cst  (sent from Kalyan Stn.),subhash jain,02 Jul 10:09 AM,1530506347317,2018-07-02 10:09:07
125,118211038671020929976,what is problem at kalyan towards csmt end.fast train stopped for ten minutes,Dnyaneshwar Khade,02 Jul 10:09 AM,1530506347435,2018-07-02 10:09:07
126,101887669588325111913,9.50 CST fast at Kalyan standing outside Kalyan station since last 15 mins,Swaroop Khadilkar,02 Jul 10:09 AM,1530506384977,2018-07-02 10:09:44
127,116190828553413100318,hi (sent from Kalyan Stn.),Ravindra Bhivasane,02 Jul 10:10 AM,1530506401685,2018-07-02 10:10:01
128,107072433196003625530,10:10thane available at platform number 2 (sent from Kalyan Stn.),DO YOU KNOW,02 Jul 10:10 AM,1530506456941,2018-07-02 10:10:56
129,106888825209780939732,what problem at kalyan (sent from Kalyan Stn.),sanket neve,02 Jul 10:11 AM,1530506464529,2018-07-02 10:11:04
130,107084523917630099528,9.29 Badlapur is stopped outsiede Kalyan Station since last 10 odd minutes. What is the problem ahead ? (sent from Kalyan Stn.),vicky rajdev,02 Jul 10:11 AM,1530506479099,2018-07-02 10:11:19
131,114378361652348140129,some issue in Kalyan-thane fast track. (sent from Thane Stn.),Animesh Patel,02 Jul 10:11 AM,1530506487816,2018-07-02 10:11:27
132,104744637441345255335,why is train halted at Kalyan station?,Vinaykumar Pandey,02 Jul 10:12 AM,1530506555817,2018-07-02 10:12:35
133,114378361652348140129,as per info track is damage. (sent from Kalyan Stn.),Animesh Patel,02 Jul 10:12 AM,1530506579189,2018-07-02 10:12:59
134,102245369708027181514,track kaha damage hai (sent from Thane Stn.),pankaj more,02 Jul 10:13 AM,1530506619050,2018-07-02 10:13:39
135,116950877166878291636,where track has been damaged  (sent from Shahad),Kumud Dumbre,02 Jul 10:14 AM,1530506678784,2018-07-02 10:14:38
136,102054186759072857375,any issue between Kalyan to Dombivali,aniket jawalkar,02 Jul 10:14 AM,1530506679491,2018-07-02 10:14:39
137,103140432550726655267,alipesten road (sent from Bandra Stn.),sawan razz,02 Jul 10:14 AM,1530506679743,2018-07-02 10:14:39
138,104311077665236388174,what happend in kalyan stn platform no 7  (sent from Kalyan Stn.),Kiran kadu,02 Jul 10:14 AM,1530506698937,2018-07-02 10:14:58
139,114814251530933115246,what about central line train (sent from Kalyan Stn.),trilok nath,02 Jul 10:15 AM,1530506753200,2018-07-02 10:15:53
140,105365220436733577848,plz update the current status  (sent from Kalyan Stn.),Noor Shaikh,02 Jul 10:15 AM,1530506755257,2018-07-02 10:15:55
141,100230303685090159593,are slow trains running between badlapur to thane (sent from Ulhas Nagar),Shaikh Taisin,02 Jul 10:16 AM,1530506760246,2018-07-02 10:16:00
142,112494574854062442926,any issue between Kalyan and Dombivli (sent from Kalyan Stn.),vipin thakur,02 Jul 10:16 AM,1530506763417,2018-07-02 10:16:03
143,114638151311101023787,track is broken between kalyan & dombivli 9.29 badlapur fast haunted ahead of kalyan station from last 20 mins (sent from Kalyan),jatin mansukhani,02 Jul 10:16 AM,1530506781099,2018-07-02 10:16:21
144,114638151311101023787,haulted (sent from Kalyan),jatin mansukhani,02 Jul 10:16 AM,1530506796270,2018-07-02 10:16:36
145,116950877166878291636,"9.29 badlapur train stopped after kalyan more than 15-20 min, does anyone have idea what is the issue after kalyan on fast track  (sent from Shahad)",Kumud Dumbre,02 Jul 10:16 AM,1530506798011,2018-07-02 10:16:38
146,116302066940691137171,ab samay aa Gaya hai central railway Ko private company ke hath me dene ka (sent from Kalyan Stn.),Dinesh Gupta,02 Jul 10:16 AM,1530506800620,2018-07-02 10:16:40
147,116065689982472972336,kya hua between kalyan to dombivali (sent from Kalyan Stn.),Atish Jadhav,02 Jul 10:16 AM,1530506812104,2018-07-02 10:16:52
148,110235642507735875847,is there any problem at kalyan (sent from Kalyan Stn.),Ramesh Bhande,02 Jul 10:17 AM,1530506820589,2018-07-02 10:17:00
149,111065182539581866224, Dedo,AJIT PARAB,02 Jul 10:17 AM,1530506824040,2018-07-02 10:17:04
150,112875655104073504072,h (sent from Kalyan Stn.),Yogesh Gajre,02 Jul 10:17 AM,1530506826097,2018-07-02 10:17:06
151,111916282715975048779,9:50 from ulhasnagar train is standing at kalyan from 15 mins (sent from Kalyan Stn.),Prashant Manghani,02 Jul 10:17 AM,1530506832839,2018-07-02 10:17:12
152,106408836102019709462,m indicator  should comment about problem it will always help ,Dinesh Kukreja,02 Jul 10:17 AM,1530506836518,2018-07-02 10:17:16
153,111224298402910459854,why trains r not moving from kalyan  (sent from Kalyan Stn.),ratna singh,02 Jul 10:17 AM,1530506847300,2018-07-02 10:17:27
154,117643491167321681319,Train is stuck at Kalyan. not moving since 10-15 min (sent from Kalyan Stn.),Vishal Sutar,02 Jul 10:17 AM,1530506853892,2018-07-02 10:17:33
155,116821842672289599759,hi (sent from Shahad),krishna murthy,02 Jul 10:17 AM,1530506855991,2018-07-02 10:17:35
156,101856065537457229203,9.29 trn from badlapur stuck near Kalyan and thakurli from past half an hour (sent from Kalyan Stn.),Nitish Makkar,02 Jul 10:17 AM,1530506862887,2018-07-02 10:17:42
157,116821842672289599759,good morning (sent from Shahad),krishna murthy,02 Jul 10:17 AM,1530506867742,2018-07-02 10:17:47
158,110235642507735875847,9.29 also stop at kakyan (sent from Kalyan Stn.),Ramesh Bhande,02 Jul 10:18 AM,1530506883121,2018-07-02 10:18:03
159,110365653246555963308,what railway is announcing  (sent from Kalyan Stn.),Chandrakant .Mahajan,02 Jul 10:18 AM,1530506887931,2018-07-02 10:18:07
160,117643491167321681319,what has happened? (sent from Kalyan Stn.),Vishal Sutar,02 Jul 10:18 AM,1530506894752,2018-07-02 10:18:14
161,109125361670177250862,mail bheja iske pehle  (sent from Kalyan Stn.),Sachin Singh,02 Jul 10:18 AM,1530506894983,2018-07-02 10:18:14
162,112691679115994715371,9.29 badlapur-Cst ... Stuck in Kalyan (csmt end) more than 20-25 min  (sent from Kalyan Stn.),Prashant Dhole,02 Jul 10:18 AM,1530506902137,2018-07-02 10:18:22
163,102462538865212057227,wht happen at Kalyan.. station (sent from Tilak Nagar Stn.),Rajkumar Moota,02 Jul 10:18 AM,1530506914797,2018-07-02 10:18:34
164,106541488940544828807,what is the issue ? (sent from Ambernath Stn.),yusara khan,02 Jul 10:18 AM,1530506928953,2018-07-02 10:18:48
165,109125361670177250862,mail proper chalana hai railway ko what abt locals  (sent from Kalyan Stn.),Sachin Singh,02 Jul 10:18 AM,1530506932691,2018-07-02 10:18:52
166,107625498605064233560,hii (sent from Shahad),Manoj Kamble,02 Jul 10:18 AM,1530506937885,2018-07-02 10:18:57
167,110235925199865619267,thakurli trak problem on fast trak (sent from Kalyan Stn.),sukhadeo phadtare,02 Jul 10:18 AM,1530506938041,2018-07-02 10:18:58
168,105365220436733577848,plz M-indicater update the status behind this situation .. (sent from Kalyan Stn.),Noor Shaikh,02 Jul 10:19 AM,1530506941447,2018-07-02 10:19:01
169,113482530619062299566,what is problem on kalyan station towards CST line (sent from Kalyan Stn.),Mandar Sadgir,02 Jul 10:19 AM,1530506941756,2018-07-02 10:19:01
170,105993462737888076138,why 9.29 Badlapur train stop at kalyan last 25 min (sent from Kalyan Stn.),sarika palav,02 Jul 10:19 AM,1530506951436,2018-07-02 10:19:11
171,116821842672289599759,"Badlapur to cstm 9.29 is stopped after Kalyan for the last 20 min, anybody know reason (sent from Kalyan Stn.)",krishna murthy,02 Jul 10:19 AM,1530506951558,2018-07-02 10:19:11
172,117643491167321681319,Is Badlapur 2:29 train gonna move? (sent from Kalyan Stn.),Vishal Sutar,02 Jul 10:19 AM,1530506967754,2018-07-02 10:19:27
173,118319357109514239200,train stuck before kalyan station (sent from Kalyan Stn.),Yugandhar Bhamare,02 Jul 10:19 AM,1530506971596,2018-07-02 10:19:31
174,117643491167321681319,9:29* (sent from Kalyan Stn.),Vishal Sutar,02 Jul 10:19 AM,1530506975552,2018-07-02 10:19:35
175,118069868692467889830,no body know what happened (sent from Kalyan Stn.),santosh zeple,02 Jul 10:19 AM,1530506991951,2018-07-02 10:19:51
176,117324844780236873054,udpi to pune time table,bakwas h sab,02 Jul 10:20 AM,1530507005342,2018-07-02 10:20:05
177,118319357109514239200,can someone update what is the issue ? (sent from Kalyan Stn.),Yugandhar Bhamare,02 Jul 10:20 AM,1530507005635,2018-07-02 10:20:05
178,102904187220151689170,no bdy know (sent from Kalyan Stn.),Rahul Ahire,02 Jul 10:20 AM,1530507013249,2018-07-02 10:20:13
179,117889520851170513751,9.50 from kalyan stuck in kalyan only (sent from Kalyan Stn.),Jagruti chaudhari,02 Jul 10:20 AM,1530507016262,2018-07-02 10:20:16
180,101245718338410491328,what's happened Balapur- CSTM not moving (sent from Kalyan Stn.),Nasir Ayaan,02 Jul 10:20 AM,1530507027231,2018-07-02 10:20:27
181,108917096434728818337,any update (sent from Dombivli Stn.),Mayur Patil,02 Jul 10:20 AM,1530507030130,2018-07-02 10:20:30
182,102904187220151689170,nope (sent from Kalyan Stn.),Rahul Ahire,02 Jul 10:20 AM,1530507037690,2018-07-02 10:20:37
183,118317836641700994384,any problem near Kalyan?? train not moved from 20 mins (sent from Kalyan Stn.),Vikrant Agnen,02 Jul 10:20 AM,1530507043190,2018-07-02 10:20:43
184,113546712911669509351,Seems like there's railway track problem  (sent from Kalyan Stn.),NAVIN HARCHANDANI,02 Jul 10:20 AM,1530507045850,2018-07-02 10:20:45
185,118069868692467889830,please update indian rail community (sent from Kalyan Stn.),santosh zeple,02 Jul 10:20 AM,1530507051096,2018-07-02 10:20:51
186,102620093634338404866,can anyone tell Kalyan me kya problem hua he. 9.39 from badlapur se cst train Kalyan me 20 minutes se rukhi he,Nirmal Art Gallery,02 Jul 10:20 AM,1530507055935,2018-07-02 10:20:55
187,103005733665328437628,9.29 Badlapur halt between Kalyan and thakurli,Bhaskar Bangar,02 Jul 10:21 AM,1530507062963,2018-07-02 10:21:02
